Name,First Name,Last Name,Team,Position,OVR
Lawyer Milloy,Lawyer,Milloy,Seahawks,SS,77
T.J. Ward,T.J.,Ward,Browns,SS,76
Pat Chung,Pat,Chung,Patriots,SS,76
Brandon McGowan,Brandon,McGowan,Patriots,SS,76
Kevin Ellison,Kevin,Ellison,Seahawks,SS,76
Tyrell Johnson,Tyrell,Johnson,Vikings,SS,75
Taylor Mays,Taylor,Mays,49ers,SS,75
Michael Johnson,Michael,Johnson,Giants,SS,75
Charles Godfrey,Charles,Godfrey,Panthers,SS,75
R Hill,R,Hill,Broncos,SS,74
Sabby Piscitelli,Sabby,Piscitelli,Buccaneers,SS,74
Gerald Alexander,Gerald,Alexander,Jaguars,SS,74
Jon McGraw,Jon,McGraw,Chiefs,SS,74
Jamarca Sanford,Jamarca,Sanford,Vikings,SS,71
Ko Simpson,Ko,Simpson,Lions,SS,71
Sean Considine,Sean,Considine,Jaguars,SS,70
Morgan Burnett,Morgan,Burnett,Packers,SS,70
J Bullocks,J,Bullocks,Bears,SS,69
Pat Watkins,Pat,Watkins,Cowboys,SS,68
Dominique Barber,Dominique,Barber,Texans,SS,68
C.C. Brown,C.C.,Brown,Lions,SS,68
Michael Mitchell,Michael,Mitchell,Raiders,SS,68
Quintin Demps,Quintin,Demps,Eagles,SS,67
Matt Giordano,Matt,Giordano,Falcons,SS,67
DaJuan Morgan,DaJuan,Morgan,Chiefs,SS,67
D Bruton,D,Bruton,Broncos,SS,67
Steve Gregory,Steve,Gregory,Chargers,SS,67
Kareem Moore,Kareem,Moore,Redskins,SS,67
Kam Chancellor,Kam,Chancellor,Seahawks,SS,67
Haruki Nakamura,Haruki,Nakamura,Ravens,SS,66
Larry Asante,Larry,Asante,Browns,SS,66
Darrell Stuckey,Darrell,Stuckey,Chargers,SS,66
Kendrick Lewis,Kendrick,Lewis,Chiefs,SS,66
Tyrone Culver,Tyrone,Culver,Dolphins,SS,65
Courtney Greene,Courtney,Greene,Jaguars,SS,65
J Barrett,J,Barrett,Broncos,SS,65
Jamie Silva,Jamie,Silva,Colts,SS,65
Reggie Smith,Reggie,Smith,49ers,SS,64
Aaron Francisco,Aaron,Francisco,Panthers,SS,63
David Roach,David,Roach,Rams,SS,63
Chip Vaughn,Chip,Vaughn,Saints,SS,63
Chris Reis,Chris,Reis,Saints,SS,63
Matt Ware,Matt,Ware,Cardinals,SS,62
James Ihedigbo,James,Ihedigbo,Jets,SS,59
Tuff Harris,Tuff,Harris,Steelers,SS,58
Donnie Nickey,Donnie,Nickey,Titans,SS,55
Nick Sorensen,Nick,Sorensen,Browns,SS,52
Tony Gonzalez,Tony,Gonzalez,Falcons,TE,98
Jason Witten,Jason,Witten,Cowboys,TE,97
Antonio Gates,Antonio,Gates,Chargers,TE,96
Vernon Davis,Vernon,Davis,49ers,TE,96
Dallas Clark,Dallas,Clark,Colts,TE,96
Zach Miller,Zach,Miller,Raiders,TE,93
Jermichael Finley,Jermichael,Finley,Packers,TE,92
Heath Miller,Heath,Miller,Steelers,TE,90
Kellen Winslow,Kellen,Winslow,Buccaneers,TE,89
Chris Cooley,Chris,Cooley,Redskins,TE,89
Kellen Winslow,Kellen,Winslow,Buccaneers,TE,89
Brent Celek,Brent,Celek,Eagles,TE,88
Zach Miller,Zach,Miller,Raiders,TE,88
Owen Daniels,Owen,Daniels,Texans,TE,87
Jeremy Shockey,Jeremy,Shockey,Saints,TE,86
Jermichael Finley,Jermichael,Finley,Packers,TE,86
G Olsen,G,Olsen,Bears,TE,84
John Carlson,John,Carlson,Seahawks,TE,84
Todd Heap,Todd,Heap,Ravens,TE,83
Todd Heap,Todd,Heap,Ravens,TE,83
Marcedes Lewis,Marcedes,Lewis,Jaguars,TE,82
Dustin Keller,Dustin,Keller,Jets,TE,82
Dustin Keller,Dustin,Keller,Jets,TE,82
Marcedes Lewis,Marcedes,Lewis,Jaguars,TE,82
Dustin Keller,Dustin,Keller,Jets,TE,82
D Graham,D,Graham,Broncos,TE,81
Bo Scaife,Bo,Scaife,Titans,TE,81
Kevin Boss,Kevin,Boss,Giants,TE,81
Dustin Keller,Dustin,Keller,Jets,TE,82
Marcedes Lewis,Marcedes,Lewis,Jaguars,TE,82
Dustin Keller,Dustin,Keller,Jets,TE,82
D Graham,D,Graham,Broncos,TE,81
Bo Scaife,Bo,Scaife,Titans,TE,81
Kevin Boss,Kevin,Boss,Giants,TE,81
Fred Davis,Fred,Davis,Redskins,TE,79
Anthony Fasano,Anthony,Fasano,Dolphins,TE,79
David Thomas,David,Thomas,Saints,TE,78
J Gresham,J,Gresham,Bengals,TE,78
Benjamin Watson,Benjamin,Watson,Browns,TE,78
Aaron Hernandez,Aaron,Hernandez,Patriots,TE,78
D Clark,D,Clark,Bears,TE,77
Chris Baker,Chris,Baker,Seahawks,TE,77
Donald Lee,Donald,Lee,Packers,TE,77
Rob Gronkowski,Rob,Gronkowski,Patriots,TE,77
B Manumaleuna,B,Manumaleuna,Bears,TE,76
Jerramy Stevens,Jerramy,Stevens,Buccaneers,TE,76
Anthony Becht,Anthony,Becht,Cardinals,TE,76
Leonard Pope,Leonard,Pope,Chiefs,TE,75
R Kelly,R,Kelly,Bengals,TE,74
Randy McMichael,Randy,McMichael,Chargers,TE,74
Martellus Bennett,Martellus,Bennett,Cowboys,TE,74
Daniel Fells,Daniel,Fells,Rams,TE,74
Jim Kleinsasser,Jim,Kleinsasser,Vikings,TE,74
Tony Scheffler,Tony,Scheffler,Lions,TE,74
Alge Crumpler,Alge,Crumpler,Patriots,TE,74
Jeff King,Jeff,King,Panthers,TE,73
Alex Smith,Alex,Smith,Browns,TE,73
Kris Wilson,Kris,Wilson,Chargers,TE,73
John Phillips,John,Phillips,Cowboys,TE,73
James Casey,James,Casey,Texans,TE,72
Robert Royal,Robert,Royal,Browns,TE,72
Justin Peelle,Justin,Peelle,Falcons,TE,72
Gary Barnidge,Gary,Barnidge,Panthers,TE,71
Will Heller,Will,Heller,Lions,TE,70
Dante Rosario,Dante,Rosario,Panthers,TE,70
D Schouman,D,Schouman,Bills,TE,70
S Nelson,S,Nelson,Bills,TE,70
John Gilmore,John,Gilmore,Buccaneers,TE,70
Ben Patrick,Ben,Patrick,Cardinals,TE,70
Jacob Tamme,Jacob,Tamme,Colts,TE,70
Joel Dreessen,Joel,Dreessen,Texans,TE,70
Craig Stevens,Craig,Stevens,Titans,TE,70
Darcy Johnson,Darcy,Johnson,Rams,TE,69
David Johnson,David,Johnson,Steelers,TE,69
Stephen Spach,Stephen,Spach,Cardinals,TE,69
Tony Moeaki,Tony,Moeaki,Chiefs,TE,69
Tony Stewart,Tony,Stewart,Raiders,TE,69
Billy Bajema,Billy,Bajema,Rams,TE,68
Sean McHugh,Sean,McHugh,Steelers,TE,68
Anthony Hill,Anthony,Hill,Texans,TE,68
Jared Cook Jr.,Jared,Cook Jr.,Titans,TE,68
Joey Haynos,Joey,Haynos,Dolphins,TE,68
Zach Miller,Zach,Miller,Jaguars,TE,68
Aaron Hernandez,Aaron,Hernandez,Patriots,TE,68
Ernest Wilford,Ernest,Wilford,Jaguars,TE,67
R Quinn,R,Quinn,Broncos,TE,67
Matt Spaeth,Matt,Spaeth,Steelers,TE,66
Delanie Walker,Delanie,Walker,49ers,TE,66
D Coats,D,Coats,Bengals,TE,66
Brody Eldridge,Brody,Eldridge,Colts,TE,66
Brad Cottam,Brad,Cottam,Chiefs,TE,66
Ben Hartsock,Ben,Hartsock,Jets,TE,66
Brandon Myers,Brandon,Myers,Raiders,TE,66
Ed Dickson,Ed,Dickson,Ravens,TE,65
Dennis Morris,Dennis,Morris,Redskins,TE,65
Mickey Shuler,Mickey,Shuler,Vikings,TE,65
Jimmy Graham,Jimmy,Graham,Saints,TE,64
Anthony McCoy,Anthony,McCoy,Seahawks,TE,64
K Davis,K,Davis,Bears,TE,64
Matthew Mulligan,Matthew,Mulligan,Jets,TE,64
Andrew Quarless,Andrew,Quarless,Packers,TE,64
Cornelius Ingram,Cornelius,Ingram,Eagles,TE,63
Travis Beckum,Travis,Beckum,Giants,TE,63
Bear Pascoe,Bear,Pascoe,Giants,TE,63
Nate Byham,Nate,Byham,49ers,TE,63
Evan Moore,Evan,Moore,Browns,TE,63
Michael Hoomanawanui,Michael,Hoomanawanui,Rams,TE,63
Dennis Pitta,Dennis,Pitta,Ravens,TE,62
Clay Harbor,Clay,Harbor,Eagles,TE,62
Spencer Havner,Spencer,Havner,Packers,TE,62
Keith Zinger,Keith,Zinger,Falcons,TE,61
Dan Gronkowski,Dan,Gronkowski,Lions,TE,61
Fendi Onobun,Fendi,Onobun,Rams,TE,59
Kory Sperry,Kory,Sperry,Dolphins,TE,56
John Nalbone,John,Nalbone,Dolphins,TE,55
Davon Drew,Davon,Drew,Ravens,TE,54
Cameron Morrah,Cameron,Morrah,Seahawks,TE,54
Dedrick Epps,Dedrick,Epps,Chargers,TE,54
J Stupar,J,Stupar,Bills,TE,53
Andre Johnson,Andre,Johnson,Texans,WR,98
Reggie Wayne,Reggie,Wayne,Colts,WR,98
Roddy White,Roddy,White,Falcons,WR,97
Larry Fitzgerald,Larry,Fitzgerald,Cardinals,WR,97
Brandon Marshall,Brandon,Marshall,Dolphins,WR,96
Reggie Wayne,Reggie,Wayne,Colts,WR,96
Reggie Wayne,Reggie,Wayne,Colts,WR,96
Randy Moss,Randy,Moss,Vikings,WR,95
Randy Moss,Randy,Moss,Patriots,WR,95
Randy Moss,Randy,Moss,Patriots,WR,95
Greg Jennings,Greg,Jennings,Packers,WR,94
Roddy White,Roddy,White,Falcons,WR,93
Miles Austin,Miles,Austin,Cowboys,WR,93
Steve Smith,Steve,Smith,Panthers,WR,92
Calvin Johnson Jr.,Calvin,Johnson Jr.,Lions,WR,91
Terrell Owens,Terrell,Owens,Bengals,WR,91
DeSean Jackson,DeSean,Jackson,Eagles,WR,91
Terrell Owens,Terrell,Owens,Bengals,WR,91
Wes Welker,Wes,Welker,Patriots,WR,91
Greg Jennings,Greg,Jennings,Packers,WR,90
Sidney Rice,Sidney,Rice,Vikings,WR,90
Vincent Jackson,Vincent,Jackson,Chargers,WR,90
Hines Ward,Hines,Ward,Steelers,WR,89
Marques Colston,Marques,Colston,Saints,WR,89
Hines Ward,Hines,Ward,Steelers,WR,89
Malcom Floyd,Malcom,Floyd,Chargers,WR,88
Jeremy Maclin,Jeremy,Maclin,Eagles,WR,88
Steve Smith,Steve,Smith,Giants,WR,88
Joey Galloway,Joey,Galloway,Buccaneers,WR,88
Hakeem Nicks,Hakeem,Nicks,Giants,WR,88
Dayne Bowe,Dayne,Bowe,Chiefs,WR,88
Kenny Britt,Kenny,Britt,Titans,WR,88
Miles Austin,Miles,Austin,Cowboys,WR,88
Roy Williams,Roy,Williams,Lions,WR,88
Santonio Holmes,Santonio,Holmes,Jets,WR,87
T.J. Houshmandzadeh,T.J.,Houshmandzadeh,Seahawks,WR,87
Steve Johnson,Steve,Johnson,Bills,WR,85
Braylon Edwards,Braylon,Edwards,Jets,WR,85
Mike Sims-Walker,Mike,Sims-Walker,Jaguars,WR,85
Jerricho Cotchery,Jerricho,Cotchery,Jets,WR,85
Derrick Mason,Derrick,Mason,Ravens,WR,85
L Evans,L,Evans,Bills,WR,84
Percy Harvin,Percy,Harvin,Vikings,WR,84
Dwayne Bowe,Dwayne,Bowe,Chiefs,WR,84
A Bryant,A,Bryant,Bengals,WR,84
Mike Williams,Mike,Williams,Buccaneers,WR,83
Michael Crabtree,Michael,Crabtree,49ers,WR,83
Santana Moss,Santana,Moss,Redskins,WR,83
Robert Meachem,Robert,Meachem,Saints,WR,82
Devery Henderson,Devery,Henderson,Saints,WR,82
Roy Williams,Roy,Williams,Cowboys,WR,82
Kenny Britt,Kenny,Britt,Titans,WR,82
Mike Williams,Mike,Williams,Seahawks,WR,82
Hakeem Nicks,Hakeem,Nicks,Giants,WR,81
T.J. Houshmandzadeh,T.J.,Houshmandzadeh,Ravens,WR,81
Mike Williams,Mike,Williams,Seahawks,WR,82
Hakeem Nicks,Hakeem,Nicks,Giants,WR,81
T.J. Houshmandzadeh,T.J.,Houshmandzadeh,Ravens,WR,81
Torry Holt,Torry,Holt,Patriots,WR,79
Mike Wallace,Mike,Wallace,Steelers,WR,78
D Hester,D,Hester,Bears,WR,78
Josh Cribbs,Josh,Cribbs,Browns,WR,78
Early Doucet,Early,Doucet,Cardinals,WR,78
Michael Jenkins,Michael,Jenkins,Falcons,WR,78
Nate Burleson,Nate,Burleson,Lions,WR,78
Mike Williams,Mike,Williams,Buccaneers,WR,78
Deion Branch,Deion,Branch,Patriots,WR,77
Golden Tate,Golden,Tate,Seahawks,WR,77
Kevin Walter,Kevin,Walter,Texans,WR,77
Justin Gage,Justin,Gage,Titans,WR,77
Jason Avant,Jason,Avant,Eagles,WR,76
Mario Manningham,Mario,Manningham,Giants,WR,76
E Royal,E,Royal,Broncos,WR,76
Malcom Floyd,Malcom,Floyd,Chargers,WR,76
Austin Collie,Austin,Collie,Colts,WR,76
Mark Clayton,Mark,Clayton,Rams,WR,76
Kenny Britt,Kenny,Britt,Titans,WR,76
Julian Edelman,Julian,Edelman,Patriots,WR,76
Mark Clayton,Mark,Clayton,Ravens,WR,76
Nate Washington,Nate,Washington,Titans,WR,76
Donnie Avery,Donnie,Avery,Rams,WR,75
Lance Moore,Lance,Moore,Saints,WR,75
Bernard Berrian,Bernard,Berrian,Vikings,WR,75
J Gaffney,J,Gaffney,Broncos,WR,75
J Knox,J,Knox,Bears,WR,75
A Caldwell,A,Caldwell,Bengals,WR,75
Mohamed Massaquoi,Mohamed,Massaquoi,Browns,WR,75
Josh Reed,Josh,Reed,Chargers,WR,75
Anthony Gonzalez,Anthony,Gonzalez,Colts,WR,75
Patrick Crayton,Patrick,Crayton,Cowboys,WR,75
Laveranues Coles,Laveranues,Coles,Jets,WR,75
Louis Murphy,Louis,Murphy,Raiders,WR,75
Dexter McCluster,Dexter,McCluster,Chiefs,WR,75
Patrick Crayton,Patrick,Crayton,Chargers,WR,75
D Thomas,D,Thomas,Broncos,WR,74
B Stokley,B,Stokley,Broncos,WR,74
Josh Morgan,Josh,Morgan,49ers,WR,74
E Bennett,E,Bennett,Bears,WR,74
Devin Thomas,Devin,Thomas,Redskins,WR,74
Damian Williams,Damian,Williams,Titans,WR,74
Davone Bess,Davone,Bess,Dolphins,WR,74
Mike Thomas,Mike,Thomas,Jaguars,WR,74
David Gettis,David,Gettis,Panthers,WR,74
Greg Camarillo,Greg,Camarillo,Dolphins,WR,73
James Jones,James,Jones,Packers,WR,73
Chaz Schilens,Chaz,Schilens,Raiders,WR,73
Sam Aiken,Sam,Aiken,Patriots,WR,73
Brian Hartline,Brian,Hartline,Dolphins,WR,73
Greg Camarillo,Greg,Camarillo,Vikings,WR,73
Joey Galloway,Joey,Galloway,Redskins,WR,73
Antwaan Randle El,Antwaan,Randle El,Steelers,WR,73
Arnaz Battle,Arnaz,Battle,Steelers,WR,72
Arrelious Benn,Arrelious,Benn,Buccaneers,WR,72
Kelley Washington,Kelley,Washington,Eagles,WR,72
Domenik Hixon,Domenik,Hixon,Giants,WR,72
Brandon Jones,Brandon,Jones,49ers,WR,71
Maurice Stovall,Maurice,Stovall,Buccaneers,WR,71
Brandon Gibson,Brandon,Gibson,Rams,WR,71
Brandon LaFell,Brandon,LaFell,Panthers,WR,71
Jerheme Urban,Jerheme,Urban,Chiefs,WR,70
Bryant Johnson,Bryant,Johnson,Lions,WR,70
Jordy Nelson,Jordy,Nelson,Packers,WR,70
Johnnie Lee Higgins,Johnnie,Lee Higgins,Raiders,WR,70
B Lloyd,B,Lloyd,Broncos,WR,70
Ted Ginn,Ted,Ginn,49ers,WR,70
D Aromashodu,D,Aromashodu,Bears,WR,70
Reggie Brown,Reggie,Brown,Buccaneers,WR,70
Jacoby Ford,Jacoby,Ford,Raiders,WR,70
Mardy Gilyard,Mardy,Gilyard,Rams,WR,70
Laurent Robinson,Laurent,Robinson,Rams,WR,70
Bobby Wade,Bobby,Wade,Redskins,WR,70
Malcolm Kelly,Malcolm,Kelly,Redskins,WR,70
Jacoby Jones,Jacoby,Jones,Texans,WR,70
Brooks Foster,Brooks,Foster,Rams,WR,69
Deion Branch,Deion,Branch,Seahawks,WR,69
E Decker,E,Decker,Broncos,WR,69
Jason Hill,Jason,Hill,49ers,WR,69
Legedu Naanee,Legedu,Naanee,Chargers,WR,69
Brad Smith,Brad,Smith,Jets,WR,69
Danario Alexander,Danario,Alexander,Rams,WR,69
David Clowney,David,Clowney,Panthers,WR,68
J Shipley,J,Shipley,Bengals,WR,68
Chansi Stuckey,Chansi,Stuckey,Browns,WR,68
Sammie Stroughter,Sammie,Stroughter,Buccaneers,WR,68
Buster Davis,Buster,Davis,Chargers,WR,68
Donte Stallworth,Donte,Stallworth,Ravens,WR,68
Troy Williamson,Troy,Williamson,Jaguars,WR,68
Dexter McCluster,Dexter,McCluster,Chiefs,WR,68
David Clowney,David,Clowney,Jets,WR,68
Darrius Heyward-Bey,Darrius,Heyward-Bey,Raiders,WR,68
Brandon Tate,Brandon,Tate,Patriots,WR,68
Brian Finneran,Brian,Finneran,Falcons,WR,67
D Briscoe,D,Briscoe,Bengals,WR,67
Mike Williams,Mike,Williams,Buccaneers,WR,67
Michael Clayton,Michael,Clayton,Buccaneers,WR,67
Sam Hurd,Sam,Hurd,Cowboys,WR,67
Keenan Burton,Keenan,Burton,Rams,WR,67
Danny Amendola,Danny,Amendola,Rams,WR,67
Demetrius Williams,Demetrius,Williams,Ravens,WR,67
Mark Bradley,Mark,Bradley,Saints,WR,67
Deon Butler,Deon,Butler,Seahawks,WR,67
Emmanuel Sanders,Emmanuel,Sanders,Steelers,WR,66
Greg Lewis,Greg,Lewis,Vikings,WR,66
R Davis,R,Davis,Bears,WR,66
Andre Roberts,Andre,Roberts,Cardinals,WR,66
Sam Giguere,Sam,Giguere,Colts,WR,66
Harry Douglas,Harry,Douglas,Falcons,WR,66
Terrance Copper,Terrance,Copper,Chiefs,WR,66
Dennis Northcutt,Dennis,Northcutt,Lions,WR,66
Brett Swain,Brett,Swain,Packers,WR,66
Hank Baskett,Hank,Baskett,Eagles,WR,65
Kassim Osgood,Kassim,Osgood,Jaguars,WR,65
Jarett Dillard,Jarett,Dillard,Jaguars,WR,65
Derek Hagan,Derek,Hagan,Giants,WR,65
Taylor Price,Taylor,Price,Patriots,WR,65
J Iglesias,J,Iglesias,Bears,WR,65
Brian Robiskie,Brian,Robiskie,Browns,WR,65
David Anderson,David,Anderson,Texans,WR,64
Marko Mitchell,Marko,Mitchell,Vikings,WR,64
R Parrish,R,Parrish,Bills,WR,64
Armanti Edwards,Armanti,Edwards,Panthers,WR,64
Riley Cooper,Riley,Cooper,Eagles,WR,63
Dwayne Jarrett,Dwayne,Jarrett,Panthers,WR,63
Wallace Wright,Wallace,Wright,Panthers,WR,63
Kenneth Moore,Kenneth,Moore,Panthers,WR,63
Kevin Ogletree,Kevin,Ogletree,Cowboys,WR,63
Patrick Turner,Patrick,Turner,Dolphins,WR,63
Courtney Roby,Courtney,Roby,Saints,WR,63
Stefan Logan,Stefan,Logan,Steelers,WR,63
Andre Davis,Andre,Davis,Texans,WR,63
Lavelle Hawkins,Lavelle,Hawkins,Titans,WR,62
M Easley,M,Easley,Bills,WR,62
Q Cosby,Q,Cosby,Bengals,WR,62
Kerry Meier,Kerry,Meier,Falcons,WR,62
Victor Cruz,Victor,Cruz,Giants,WR,62
Darius Reynaud,Darius,Reynaud,Giants,WR,62
Derrick Williams,Derrick,Williams,Lions,WR,62
Marc Mariani,Marc,Mariani,Titans,WR,62
Dorin Dickerson,Dorin,Dickerson,Texans,WR,61
J Hardy,J,Hardy,Bills,WR,61
Carlton Mitchell,Carlton,Mitchell,Browns,WR,61
Mike Williams,Mike,Williams,Seahawks,WR,61
Aundrae Allison,Aundrae,Allison,Jets,WR,61
Ramses Barden,Ramses,Barden,Giants,WR,60
Sinorice Moss,Sinorice,Moss,Giants,WR,60
Brian Clark,Brian,Clark,Lions,WR,60
Jacoby Ford,Jacoby,Ford,Raiders,WR,60
Stephen Williams,Stephen,Williams,Cardinals,WR,60
Limas Sweed,Limas,Sweed,Steelers,WR,60
Jaymar Johnson,Jaymar,Johnson,Vikings,WR,59
Nate Hughes,Nate,Hughes,Jaguars,WR,59
S Johnson,S,Johnson,Bills,WR,59
Jake Allen,Jake,Allen,Browns,WR,58
Eric Weems,Eric,Weems,Falcons,WR,58
Tiquan Underwood,Tiquan,Underwood,Jaguars,WR,58
David Reed,David,Reed,Ravens,WR,58
Ben Obomanu,Ben,Obomanu,Seahawks,WR,58
K McKinley,K,McKinley,Broncos,WR,57
J Simpson,J,Simpson,Bengals,WR,57
C Jackson,C,Jackson,Bills,WR,56
Brandon James,Brandon,James,Colts,WR,56
Jonathan Holland,Jonathan,Holland,Raiders,WR,56
Brandon Banks,Brandon,Banks,Redskins,WR,55
Kyle Williams,Kyle,Williams,49ers,WR,53
Onrea Jones,Onrea,Jones,Cardinals,WR,53
Todd Watkins,Todd,Watkins,Raiders,WR,52
Trindon Holliday,Trindon,Holliday,Texans,WR,52
Dominique Edison,Dominique,Edison,Titans,WR,52
Quinten Lawrence,Quinten,Lawrence,Chiefs,WR,51
Adrian Arrington,Adrian,Arrington,Saints,WR,50
