Last Name,First Name,Team,Position,Overall,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on the Run
Bishop,Freddie,Jets,LOLB,59,76,84,83,76,54,47,30,26,30,24,20,45,45,77,87,15,91,83,92,34,30,35,41,26,32,67,45,45,45,45,59,78,67,81,54,34,47,20,23,10,79,30,12,6,6,6,6,6
Bates,Trevor,Patriots,MLB,57,80,88,72,83,48,57,53,25,25,20,20,28,21,80,82,10,91,87,84,26,27,34,31,27,38,74,45,45,45,45,67,77,71,78,48,54,63,38,31,15,78,47,25,6,6,6,6,6
Landrum,Chris,Chargers,ROLB,57,79,87,74,83,43,66,50,18,29,22,29,45,45,76,75,10,91,89,72,50,35,22,28,10,56,67,45,45,45,45,57,69,68,72,43,62,70,15,15,15,64,59,20,6,6,6,6,6
Sanborn,Garrison,Buccaneers,C,54,66,64,77,67,64,50,55,35,22,29,18,65,64,66,59,10,91,78,75,46,26,40,45,35,45,69,72,68,68,66,60,40,55,75,45,25,20,26,23,24,62,35,33,6,6,6,6,6
Kreiter,Casey,Broncos,TE,41,71,84,68,63,60,61,64,10,14,11,14,47,72,49,70,10,91,85,82,19,11,15,15,10,10,68,72,64,66,62,24,16,44,41,13,22,19,45,43,48,59,10,42,10,10,10,10,10
Cardona,Joe,Patriots,TE,41,75,84,82,72,48,57,70,35,39,11,14,45,67,42,82,10,91,75,88,29,15,35,45,25,25,70,66,65,70,65,10,10,40,35,24,15,25,45,44,35,61,25,42,10,10,10,10,10
Harris Jr,Chris,Broncos,CB,94,91,90,57,96,93,79,60,35,32,25,25,45,45,60,90,67,92,95,86,19,70,55,33,60,64,57,45,45,45,45,32,35,59,77,93,97,93,38,48,33,60,82,30,6,6,6,6,6
Thomas III,Earl,Seahawks,FS,94,91,92,65,93,91,78,67,30,35,20,15,45,45,76,92,77,92,97,82,40,77,74,25,75,85,69,45,45,45,45,55,45,63,85,91,81,93,77,70,30,86,80,20,10,6,6,10,10
Graham,Jimmy,Seahawks,TE,93,85,90,74,87,90,87,76,32,34,22,12,75,69,30,92,10,92,89,72,72,62,83,80,73,75,62,65,64,60,55,30,25,40,22,20,17,15,96,87,84,25,25,85,30,25,20,10,20
Roethlisberger,Ben,Steelers,QB,91,74,73,82,67,90,52,63,95,94,63,65,12,15,47,73,10,92,95,99,65,79,75,78,55,65,12,12,12,15,15,10,10,45,52,19,12,13,15,15,15,12,10,15,94,90,85,89,93
Elliott,Ezekiel,Cowboys,HB,90,92,91,81,94,90,71,88,27,26,21,20,47,71,59,89,63,92,94,90,78,83,93,88,86,91,69,44,43,49,47,11,12,32,48,20,14,19,67,69,69,42,16,57,30,22,20,29,29
Hudson,Rodney,Raiders,C,90,61,80,88,67,89,34,40,12,10,11,15,86,92,45,55,10,92,85,91,20,35,10,10,10,10,97,79,84,85,88,30,30,41,35,15,12,14,15,15,15,20,10,15,6,6,6,6,6
Luck,Andrew,Colts,QB,90,84,86,74,84,85,72,58,95,81,25,28,26,22,21,86,10,92,97,97,55,68,87,29,66,76,15,16,17,15,16,10,10,19,24,25,15,21,50,39,55,12,10,26,93,87,86,88,85
Bennett,Michael,Seahawks,LE,90,74,85,90,76,84,39,40,10,20,30,20,45,45,91,68,10,92,90,78,33,27,21,10,30,40,91,45,45,45,45,91,70,96,87,84,25,35,20,10,10,77,35,12,6,6,6,6,6
Baldwin,Doug,Seahawks,WR,89,90,90,53,92,97,94,75,39,22,21,18,65,25,39,89,75,92,88,78,33,88,91,53,82,90,43,32,30,15,15,10,10,35,42,24,12,17,93,93,91,15,15,84,35,29,25,20,26
Wake,Cameron,Dolphins,LE,89,78,85,85,84,92,50,45,24,22,15,14,45,45,79,86,10,92,85,83,25,35,10,25,30,25,88,45,45,45,45,94,77,69,92,92,61,66,25,22,10,87,43,15,6,6,6,6,6
Carr,Derek,Raiders,QB,89,83,89,53,81,87,33,62,95,86,22,21,12,15,18,86,10,92,91,90,35,63,66,39,60,71,12,12,12,15,15,10,10,18,34,17,12,15,15,15,15,12,10,15,90,86,85,84,87
Slay Jr,Darius,Lions,CB,89,94,92,59,93,86,73,64,36,29,25,21,45,45,63,88,72,92,94,67,39,82,81,43,81,84,56,45,45,45,45,40,49,57,79,86,90,87,65,55,40,74,75,40,6,6,6,6,6
Freeman,Jerrell,Bears,MLB,88,81,83,72,79,90,70,45,30,30,20,20,45,45,94,78,6,92,94,75,49,30,35,37,30,28,89,45,45,45,45,70,56,85,90,90,75,85,35,40,10,82,64,20,6,6,6,6,6
DeCastro,David,Steelers,RG,88,60,79,94,67,89,25,40,33,26,33,36,85,89,39,80,10,92,90,92,10,15,10,10,10,10,87,92,88,84,80,10,10,26,30,18,7,13,24,15,20,25,10,25,6,6,6,6,6
Lang,T.J.,Lions,RG,87,64,79,89,62,92,22,40,22,20,22,20,78,94,42,35,10,92,85,83,10,19,10,10,10,10,85,91,90,92,84,15,15,25,35,30,9,12,12,10,10,35,10,12,6,6,6,6,6
Schraeder,Ryan,Falcons,RT,87,67,81,87,62,88,22,25,14,15,12,22,87,86,34,72,10,92,87,82,10,18,10,10,10,10,82,73,77,79,80,10,10,13,21,27,16,12,15,15,15,20,15,19,6,6,6,6,6
Gordon,Melvin,Chargers,HB,87,92,90,71,92,88,72,87,35,33,22,21,38,66,42,85,69,92,89,78,79,86,90,78,83,94,39,37,38,39,37,12,16,40,49,20,10,20,56,61,63,40,15,55,5,5,5,5,5
Richburg,Weston,Giants,C,86,69,80,89,59,89,30,22,30,30,25,21,82,89,35,75,10,92,88,87,20,12,10,30,10,10,89,81,84,82,85,10,10,20,30,15,12,15,15,15,15,12,10,15,6,6,6,6,6
Kerrigan,Ryan,Redskins,LOLB,86,81,87,86,77,89,62,45,37,28,35,30,45,45,83,69,10,92,99,85,25,10,10,10,10,10,88,45,45,45,45,89,72,78,87,89,50,59,15,15,15,87,20,15,6,6,6,6,6
Cooks,Brandin,Patriots,WR,86,96,93,54,96,89,91,71,34,32,21,20,62,32,25,87,86,92,93,74,41,92,93,44,85,95,40,39,39,35,34,10,10,32,34,24,18,25,88,88,87,15,10,79,15,10,6,6,10
Prescott,Dak,Cowboys,QB,86,82,86,74,83,88,33,61,93,72,26,22,44,21,40,73,13,92,93,93,73,70,86,65,48,72,39,20,19,19,18,9,9,29,33,21,12,18,20,20,18,40,9,19,88,84,81,88,86
Casey,Jurrell,Titans,RE,86,71,80,92,70,87,27,40,15,16,15,14,45,45,90,65,10,92,91,76,10,20,21,29,10,10,89,45,45,45,45,92,77,74,82,87,22,34,15,15,15,86,12,15,6,6,6,6,6
Conklin,Jack,Titans,RT,86,72,81,87,62,85,24,29,22,21,18,19,84,87,34,65,9,92,87,95,24,14,12,15,12,11,82,80,76,81,78,15,14,26,29,19,11,14,15,15,14,24,10,16,5,5,5,5,5
Marshall,Brandon,Giants,WR,85,86,85,80,86,88,86,72,24,20,12,12,69,35,45,91,25,92,97,90,81,70,88,88,82,84,65,62,60,45,35,10,10,63,45,26,18,39,92,94,87,12,10,91,15,10,6,6,10
Norwell,Andrew,Panthers,LG,84,62,74,87,49,89,40,40,22,28,18,22,85,86,45,72,10,92,82,85,21,11,10,10,10,10,84,85,78,78,69,45,35,54,58,40,15,25,15,15,15,55,10,15,6,6,6,6,6
Adams,Davante,Packers,WR,84,88,93,63,88,86,89,69,30,31,25,30,45,38,42,92,45,92,89,74,63,76,83,61,78,86,45,45,46,28,32,10,10,52,44,26,18,24,88,94,85,15,25,83,15,10,6,6,10
Bitonio,Joel,Browns,LG,84,73,85,86,74,85,28,40,16,12,24,21,82,85,21,79,10,92,88,91,28,15,10,10,10,10,84,79,84,82,89,10,10,10,19,28,12,20,15,15,15,25,10,15,6,6,6,6,6
DiMarco,Patrick,Bills,FB,84,74,84,74,73,85,61,73,30,25,19,22,71,55,45,73,50,92,86,88,73,64,68,70,73,72,85,84,72,60,54,30,35,35,50,20,15,20,48,55,54,35,20,50,20,15,10,10,10
Jackson,Gabe,Raiders,RG,84,55,80,92,52,84,44,30,19,11,22,20,81,88,35,79,10,92,82,77,33,10,11,25,10,10,86,94,87,84,67,10,10,35,19,10,12,12,12,10,10,25,10,12,6,6,6,6,6
Develin,James,Patriots,FB,84,70,80,87,69,84,63,76,30,30,25,25,72,65,62,64,30,92,78,87,78,37,49,71,46,55,85,77,60,62,54,15,15,15,66,20,12,15,38,51,48,69,10,40,6,6,6,6,6
Jones,Ben,Titans,C,83,60,77,88,62,87,32,40,12,10,11,15,83,85,40,80,10,92,90,95,15,10,10,10,10,10,85,89,84,82,79,10,10,33,32,22,10,12,12,10,10,12,10,12,6,6,6,6,6
Johnson,Charles,Panthers,LE,83,76,86,82,74,86,40,40,14,12,16,11,45,45,77,83,10,92,79,82,30,20,10,10,10,10,88,45,45,45,45,84,65,88,85,86,42,68,25,25,25,81,35,20,6,6,6,6,6
Addae,Jahleel,Chargers,SS,83,83,87,62,83,83,72,62,25,29,15,30,45,45,74,90,55,92,89,82,57,58,63,46,54,63,65,45,45,45,45,50,61,63,84,83,74,84,52,44,20,84,66,20,15,10,10,15,15
Jones,Chris,Cowboys,P,83,81,83,35,64,69,24,35,37,35,93,92,15,14,46,55,10,92,74,66,13,28,42,18,10,27,14,14,14,11,11,10,10,10,10,19,16,27,15,15,15,62,10,15,30,30,25,20,20
Wallace,Mike,Ravens,WR,82,92,94,56,89,87,84,75,28,24,16,17,54,33,32,89,79,92,97,75,48,87,85,52,80,89,45,26,24,20,21,10,10,40,37,27,10,21,87,83,82,12,10,78,15,10,6,6,10
Greco,John,Browns,RG,82,63,81,86,59,86,45,45,30,30,25,25,83,84,30,50,10,92,78,90,20,12,10,30,10,10,83,87,79,79,72,10,10,20,28,15,12,15,15,15,15,20,10,15,6,6,6,6,6
Sanu Sr,Mohamed,Falcons,WR,82,88,89,75,87,85,93,77,77,66,64,49,64,47,47,88,77,92,93,85,74,73,88,82,75,74,63,59,57,45,43,10,10,60,57,39,39,52,90,85,82,15,15,79,49,52,65,25,35
Ware,Spencer,Chiefs,HB,82,87,90,73,87,85,69,88,40,35,32,31,61,57,35,87,55,92,85,84,88,77,86,84,81,83,64,60,62,61,67,30,30,35,35,35,18,25,59,68,58,45,15,59,40,35,30,33,32
Kirksey,Christian,Browns,MLB,82,86,89,66,86,84,70,57,30,30,20,20,45,45,92,88,10,92,88,69,50,30,35,37,30,28,79,45,45,45,45,72,59,86,88,84,49,59,42,61,10,76,61,20,6,6,6,6,6
Vaccaro,Kenny,Saints,SS,82,85,90,69,88,82,68,66,35,30,19,18,45,45,76,90,54,92,96,90,65,57,70,65,66,72,66,45,45,45,45,52,67,68,86,82,71,73,67,65,25,90,80,39,6,6,6,6,6
Bosher,Matt,Falcons,P,82,78,76,58,67,69,35,55,45,45,92,88,19,25,39,65,10,92,85,84,45,35,55,45,55,65,19,19,19,20,20,10,10,30,45,28,12,15,12,10,10,40,10,12,30,30,25,20,20
Hurns,Allen,Jaguars,WR,81,88,91,73,88,87,82,78,32,32,19,22,42,35,35,87,73,92,89,84,61,79,87,58,77,84,49,34,35,35,35,10,10,42,37,27,10,21,86,84,83,12,10,83,15,10,6,6,10
McCourty,Jason,Browns,CB,81,92,94,65,88,82,76,43,30,19,22,24,45,45,73,87,45,92,87,55,27,67,55,29,59,66,57,45,45,45,45,40,44,58,84,82,76,79,48,53,15,62,82,12,6,6,6,6,6
Adams,Jamal,Jets,SS,81,91,90,78,86,72,72,60,25,25,25,25,45,45,82,78,35,92,93,84,45,40,55,40,55,65,71,45,45,45,45,58,45,71,84,72,74,82,57,52,35,90,61,12,15,10,10,15,15
Martin,Sam,Lions,P,81,75,73,46,68,66,45,48,44,46,96,86,25,20,24,65,10,92,85,65,10,20,15,10,10,10,15,15,15,15,15,10,10,10,35,15,10,25,12,10,10,12,10,12,15,15,15,15,15
Timmons,Lawrence,Dolphins,MLB,80,80,90,75,83,89,58,66,13,35,20,11,45,45,85,86,10,92,94,82,10,45,20,29,35,56,84,45,45,45,45,66,70,66,80,89,65,73,40,25,20,91,56,15,6,6,6,6,6
Stills,Kenny,Dolphins,WR,80,92,92,51,91,84,87,73,30,23,19,20,62,43,29,86,39,92,90,78,46,84,78,39,72,79,48,49,48,42,44,10,10,34,35,24,11,22,84,83,82,12,10,75,25,20,15,20,15
Dotson,Demar,Buccaneers,RT,80,57,67,86,58,83,25,35,22,20,15,15,83,77,55,50,10,92,83,80,20,10,10,10,10,10,86,81,91,78,88,60,40,50,35,30,10,12,12,10,10,39,10,12,6,6,6,6,6
Bucannon,Deone,Cardinals,MLB,80,89,91,75,83,83,75,68,29,23,19,22,45,45,84,86,35,92,88,88,63,40,74,55,65,61,81,45,45,45,45,58,48,68,84,83,77,85,72,70,20,92,67,25,6,6,6,6,6
Williams,Terrance,Cowboys,WR,80,90,92,57,87,82,87,75,29,29,21,22,64,52,39,86,68,92,90,79,57,77,81,55,77,83,52,51,54,45,49,10,10,40,45,18,12,30,85,86,83,22,10,78,35,25,20,15,20
Amos,Adrian,Bears,FS,80,93,92,73,84,81,60,65,30,30,25,25,45,45,58,86,35,92,88,66,40,54,56,44,55,62,63,45,45,45,45,42,47,64,77,81,76,83,55,52,20,75,75,15,15,10,10,15,15
McLeod Jr,Rodney,Eagles,FS,80,85,91,60,87,81,64,65,21,22,17,19,45,45,73,89,68,92,90,77,46,61,57,44,65,60,58,45,45,45,45,52,59,64,78,81,67,80,39,35,15,81,73,25,6,6,6,6,6
Mariota,Marcus,Titans,QB,80,88,90,60,90,80,58,50,89,80,40,36,20,20,28,90,10,92,97,95,40,79,90,46,81,83,20,20,20,20,20,10,10,25,35,31,10,24,31,26,39,12,10,23,86,81,79,82,87
Cravens,Su'a,Redskins,SS,80,84,89,76,87,74,75,79,23,24,21,18,26,22,82,81,10,92,88,94,44,64,60,51,60,72,79,44,44,44,44,63,66,79,84,74,68,80,46,50,15,83,51,22,6,6,6,6,6
Wilson,Ramik,Chiefs,MLB,79,84,89,76,83,82,58,64,25,25,20,20,45,45,85,85,10,92,86,83,39,21,25,42,15,35,85,45,45,45,45,61,50,77,84,82,71,81,42,38,21,81,62,27,6,6,6,6,6
Williamson,Avery,Titans,MLB,79,84,89,78,75,80,61,45,30,30,20,20,45,45,92,78,10,92,91,76,49,25,35,40,30,22,79,45,45,45,45,52,38,83,86,80,60,68,35,39,10,82,60,20,6,6,6,6,6
Boston,Tre,Chargers,FS,79,87,89,68,88,79,75,69,15,19,14,13,45,45,75,86,40,92,89,76,55,64,66,58,50,55,63,45,45,45,45,58,53,72,83,79,66,75,72,68,25,88,74,35,6,6,6,6,6
Davis,Corey,Titans,WR,79,90,92,72,91,70,82,75,33,25,18,18,66,57,31,92,20,92,91,87,61,79,84,80,72,86,62,61,52,45,40,10,10,37,36,26,20,28,85,83,82,27,17,86,26,20,18,24,27
Novak,Nick,Texans,K,79,63,64,33,59,64,12,40,29,12,90,88,24,16,33,30,6,92,88,45,29,32,10,10,10,10,10,10,10,10,10,10,10,10,10,6,12,12,12,10,10,12,10,12,37,33,27,10,8
Way,Tress,Redskins,P,79,76,71,44,65,60,45,51,54,42,98,84,14,11,29,69,10,92,82,65,10,20,10,10,10,10,14,14,14,11,11,10,10,10,10,19,13,27,12,10,10,12,10,12,53,50,47,30,28
Ngata,Haloti,Lions,DT,78,63,79,94,66,86,47,40,29,40,32,17,45,45,83,66,14,92,85,95,34,10,10,10,10,10,89,45,45,45,45,78,50,74,81,86,25,45,40,15,15,85,10,15,6,6,6,6,6
Ninkovich,Rob,Patriots,ROLB,78,74,82,75,72,85,44,40,6,14,12,8,45,45,87,73,10,92,94,86,20,15,10,10,10,10,87,45,45,45,45,78,58,77,83,85,52,64,12,10,10,82,20,12,6,6,6,6,6
Logan,Bennie,Chiefs,DT,78,69,78,89,63,83,37,45,19,21,25,21,45,45,87,69,10,92,79,74,45,15,28,35,30,25,87,45,45,45,45,77,56,76,82,83,20,35,15,15,15,78,10,25,6,6,6,6,6
Brown,Malcom,Patriots,DT,78,71,82,85,62,82,39,40,10,11,11,11,45,45,81,79,10,92,69,73,24,10,10,25,10,10,87,45,45,45,45,78,62,82,81,82,20,30,40,35,15,75,10,15,6,6,6,6,6
Tunsil,Laremy,Dolphins,LT,78,65,79,88,77,80,26,31,22,22,20,17,74,83,35,77,9,92,89,92,32,22,18,26,13,17,84,82,81,84,84,18,14,27,29,18,11,13,20,22,19,26,9,22,6,6,6,6,6
Aiken,Kamar,Colts,WR,78,89,89,62,85,80,86,73,35,30,22,19,63,45,37,89,76,92,83,60,63,77,78,66,72,78,49,47,45,44,42,10,10,54,46,18,16,19,79,83,82,15,15,75,15,10,6,6,10
Smith,Torrey,Eagles,WR,78,90,92,60,90,78,80,70,35,32,20,20,65,43,35,92,70,92,95,86,43,84,88,66,82,77,55,57,48,30,35,10,10,36,35,25,20,25,88,83,78,12,15,78,26,22,24,24,22
James,Jesse,Steelers,TE,78,83,85,78,72,75,81,74,20,22,22,20,74,60,40,87,10,92,91,65,69,52,79,62,63,57,64,60,62,62,64,20,20,40,20,15,12,15,76,78,66,15,10,73,15,10,6,6,10
Darr,Matt,Dolphins,P,78,67,63,46,59,63,45,48,44,46,91,83,25,20,24,48,10,92,87,50,10,20,15,18,15,15,15,15,15,15,15,10,10,10,35,15,10,25,12,10,10,12,10,12,15,15,15,15,15
Turner,Trai,Panthers,RG,77,75,83,88,62,81,45,40,15,15,24,33,79,77,34,75,10,92,76,86,20,11,10,10,10,10,76,87,81,83,71,10,10,34,21,10,12,12,12,10,10,20,10,12,6,6,6,6,6
Ealy,Kony,Patriots,LE,77,75,86,81,86,78,41,45,15,14,15,15,45,45,76,78,10,92,83,73,25,35,20,29,45,25,79,45,45,45,45,81,69,72,78,78,41,58,32,35,10,85,20,12,6,6,6,6,6
Harmon,Duron,Patriots,SS,77,88,89,65,84,76,68,64,22,22,21,21,45,45,66,89,50,92,88,75,45,44,51,55,67,66,64,45,45,45,45,54,51,62,78,76,75,83,49,48,20,75,74,15,6,6,6,6,6
Hankins,Johnathan,Colts,DT,76,61,79,93,64,82,30,45,10,9,11,10,45,45,85,67,10,92,77,72,35,10,25,40,15,11,89,45,45,45,45,77,52,73,81,82,20,44,15,16,10,65,10,12,6,6,6,6,6
Thuney,Joe,Patriots,LG,76,74,84,86,60,81,26,33,25,24,11,11,77,77,29,72,10,92,84,92,31,15,18,19,10,14,81,85,78,79,72,10,10,33,35,10,12,12,15,15,15,48,10,15,6,6,6,6,6
Omameh,Patrick,Jaguars,LG,76,63,78,82,60,79,32,40,12,10,11,15,75,85,40,65,10,92,82,80,25,20,10,10,10,10,78,77,83,73,75,30,30,41,35,15,12,14,15,15,15,20,10,15,6,6,6,6,6
Inman,Dontrelle,Chargers,WR,76,88,87,54,92,78,88,70,35,28,61,54,64,35,39,85,72,92,87,74,62,72,74,61,72,76,44,51,49,35,33,10,10,35,18,27,13,21,83,80,81,12,10,76,15,10,6,6,10
Searcy,Da'Norris,Titans,SS,76,87,86,81,82,76,67,65,30,30,25,25,45,45,72,86,70,92,88,81,50,40,35,45,35,50,66,45,45,45,45,58,47,62,81,76,65,72,25,20,15,75,75,15,6,6,6,6,6
Moore,Sterling,Saints,CB,76,86,92,64,87,76,64,59,36,22,24,21,45,45,60,87,65,92,90,74,28,66,49,50,75,78,54,45,45,45,45,44,57,53,73,76,81,76,45,39,32,62,70,40,6,6,6,6,6
Colquitt,Britton,Browns,P,76,67,64,35,60,62,22,47,42,42,88,81,16,15,25,40,11,92,88,55,12,15,10,10,10,10,10,10,10,10,10,10,10,10,10,22,10,23,12,14,11,12,11,12,28,27,25,25,20
Lambo,Josh,Chargers,K,76,67,64,49,72,58,35,45,29,25,93,84,19,16,31,72,10,92,85,55,15,25,16,11,25,21,10,10,10,10,10,10,10,10,15,10,12,12,12,10,10,11,10,12,35,33,25,10,11
Fluker,D.J.,Giants,RT,75,61,77,91,54,83,25,25,30,30,25,25,72,73,39,68,10,92,85,77,25,12,15,10,10,10,83,94,89,85,74,10,10,25,24,20,15,20,12,10,10,12,10,12,6,6,6,6,6
Guy,Lawrence,Patriots,RE,75,72,80,84,66,79,29,40,19,20,15,15,45,45,82,65,10,92,73,93,30,29,21,10,10,10,81,45,45,45,45,77,60,85,83,79,15,30,15,10,10,79,10,12,6,6,6,6,6
Boyle,Nick,Ravens,TE,75,72,87,72,74,66,82,74,19,15,17,18,77,76,35,88,10,92,86,87,72,39,75,72,60,48,72,80,78,73,71,10,10,46,45,15,15,25,70,76,63,12,10,65,15,10,6,6,10
Peko,Domata,Broncos,DT,74,58,73,90,57,82,25,40,27,16,33,30,66,50,72,62,10,92,73,84,30,12,10,10,10,10,86,67,63,55,58,78,59,76,78,82,15,20,12,10,10,71,10,12,6,6,6,6,6
Fulton,Zach,Chiefs,C,74,67,84,85,53,77,20,25,20,20,20,20,73,83,35,64,10,92,74,87,15,10,10,10,10,10,78,89,78,76,66,10,10,20,35,20,12,15,12,10,10,20,10,12,6,6,6,6,6
Martinez,Blake,Packers,MLB,74,82,87,81,78,76,56,45,25,24,19,19,26,21,85,77,10,92,87,96,31,27,32,39,32,38,80,44,44,44,43,52,55,80,87,76,53,57,30,27,15,80,53,18,6,6,6,6,6
Skuta,Dan,Bears,LOLB,74,78,86,72,74,76,53,65,18,17,14,35,45,45,83,64,10,92,87,79,65,25,60,66,60,55,77,45,45,45,45,77,65,75,81,76,53,63,40,45,38,74,45,55,6,6,6,6,6
Schwenke,Brian,Colts,RG,74,72,85,91,61,74,44,35,33,32,25,22,73,83,50,73,10,92,86,89,24,11,15,15,15,10,69,87,75,83,67,10,10,27,28,15,12,20,15,15,15,27,10,14,6,6,6,6,6
Emanuel,Kyle,Chargers,LOLB,74,80,85,82,74,70,52,55,25,35,32,29,45,45,72,84,10,92,81,78,54,30,45,44,35,33,73,45,45,45,42,75,75,81,83,70,62,68,15,15,10,77,41,20,6,6,6,6,6
Switzer,Ryan,Cowboys,WR,74,89,91,62,93,66,85,71,58,32,21,20,54,39,33,80,86,92,95,82,42,80,83,43,74,89,47,39,39,35,34,10,10,32,42,23,18,25,85,82,84,29,10,68,52,47,43,41,48
McDowell,Malik,Seahawks,DT,74,77,85,85,82,61,42,34,21,14,9,8,45,45,80,71,10,92,81,83,28,22,32,34,30,28,82,45,45,45,45,79,75,80,81,61,28,36,34,30,15,81,13,12,6,6,6,6,6
Parkey,Cody,Browns,K,74,64,70,35,65,55,42,45,39,35,94,81,15,10,19,64,10,92,85,75,15,26,24,10,15,25,15,20,20,20,20,10,10,15,20,15,15,20,15,10,10,10,10,12,25,25,20,20,20
Watson,Menelik,Broncos,RT,73,62,79,84,72,76,60,55,32,25,59,53,74,75,45,72,10,92,84,65,39,29,25,35,35,30,79,83,81,87,92,55,44,50,35,30,10,12,20,15,10,45,10,12,6,6,6,6,6
Elflein,Pat,Vikings,C,73,62,76,88,59,71,33,29,22,25,20,24,82,78,32,61,10,92,88,90,30,22,25,31,18,24,78,89,97,85,87,32,25,37,33,20,13,15,12,10,10,42,10,12,6,6,6,6,6
Rollins,Quinten,Packers,CB,73,87,88,69,89,71,77,68,45,47,18,18,45,45,69,87,45,92,90,84,35,72,70,35,74,76,51,45,45,45,45,43,46,62,79,71,80,69,70,67,20,74,82,20,6,6,6,6,6
Finney,B.J.,Steelers,LG,73,64,74,84,52,70,35,40,26,24,22,22,76,82,35,73,10,92,84,83,24,11,10,10,10,10,82,72,76,76,82,10,10,10,30,10,12,12,12,10,10,12,10,12,6,6,6,6,6
Hardy,Justin,Falcons,WR,73,87,90,63,92,69,84,67,35,35,30,30,59,35,25,87,72,92,90,83,59,81,78,46,85,86,49,49,52,38,35,10,10,35,35,20,10,25,85,85,78,12,15,60,15,10,6,6,10
Schmidt,Colton,Bills,P,73,66,64,50,61,58,39,49,50,45,89,76,29,25,23,63,10,92,82,61,10,29,15,10,10,10,29,29,29,25,25,10,10,12,33,15,15,28,15,15,15,13,10,15,45,42,25,20,31
Pinion,Bradley,49ers,P,73,66,64,55,62,55,39,40,52,45,91,76,29,25,29,70,10,92,85,55,15,19,15,10,10,10,22,21,21,20,20,10,10,19,35,20,15,15,15,15,15,15,10,15,51,42,32,25,24
Stevenson,Freddie,Bears,FB,73,82,85,80,85,53,64,80,25,22,25,24,70,63,53,75,60,92,86,84,79,61,76,70,68,77,74,67,69,60,65,10,10,45,49,16,12,15,57,61,64,60,20,52,20,15,10,10,10
Bushrod,Jermon,Dolphins,RG,72,69,81,87,63,81,20,40,30,30,16,16,70,75,27,50,10,92,90,89,25,12,10,30,10,10,82,89,84,90,87,25,10,27,27,10,12,12,12,10,10,35,10,12,6,6,6,6,6
Olawale,Jamize,Raiders,FB,72,87,90,78,77,79,64,72,30,20,25,24,59,77,46,79,35,92,81,77,86,61,76,74,65,76,56,68,67,55,51,10,10,56,62,13,13,15,48,53,56,60,10,54,20,15,10,10,10
Stupar,Nathan,Saints,LOLB,72,83,89,78,76,75,57,60,37,29,18,35,45,45,77,81,10,92,88,72,44,15,22,25,10,17,73,45,45,45,45,69,55,79,82,75,48,59,20,15,15,69,55,20,6,6,6,6,6
Blake,Valentino,Giants,CB,72,91,94,71,86,74,57,67,35,35,25,25,45,45,44,94,70,92,87,65,35,73,62,29,74,82,46,45,45,45,45,35,45,38,71,74,71,69,46,51,33,65,70,40,6,6,6,6,6
Blanton,Robert,Cowboys,SS,72,87,90,57,85,73,67,65,25,22,15,11,45,45,81,86,29,92,90,88,45,55,39,25,62,64,61,45,45,45,45,49,52,61,75,73,58,68,60,50,20,74,78,35,6,6,6,6,6
Robinson,A'Shawn,Lions,DT,72,66,80,86,63,71,31,38,23,21,17,17,33,26,86,79,9,92,80,90,33,18,21,25,17,23,86,46,45,44,45,79,61,72,81,71,18,26,16,14,13,82,13,15,6,6,6,6,6
Griffin,Ryan,Texans,TE,72,75,85,70,81,71,80,72,30,30,33,35,61,60,50,82,30,92,86,73,65,46,71,59,65,67,65,67,64,55,54,30,20,54,29,15,12,15,75,73,68,20,10,84,15,10,6,6,10
Tartt,Jaquiski,49ers,SS,72,89,90,65,80,71,64,62,21,23,19,22,45,45,67,83,35,92,85,86,57,42,40,40,49,55,63,45,45,45,45,44,59,64,82,71,63,74,45,44,20,84,63,25,6,6,6,6,6
Haeg,Joe,Colts,RT,72,67,81,83,73,70,26,29,24,22,22,21,79,72,32,75,10,92,86,93,27,15,16,19,11,22,74,84,76,74,67,25,15,32,29,20,13,15,15,25,15,20,17,20,6,6,6,6,6
Miles,Rontez,Jets,FS,72,85,89,67,89,67,67,69,35,33,22,15,45,45,73,87,35,92,87,84,49,47,65,52,66,65,62,45,45,45,45,45,55,71,76,67,66,75,51,39,30,86,64,25,6,6,6,6,6
Morris,Darryl,Colts,CB,72,93,94,57,88,64,56,60,21,25,14,17,45,45,55,89,62,92,87,74,25,62,65,25,70,71,50,45,45,45,45,35,42,50,69,64,77,78,49,44,28,46,66,26,6,6,6,6,6
Mager,Craig,Chargers,CB,72,91,92,72,90,59,70,61,25,21,15,14,45,45,65,88,70,92,88,83,39,67,72,35,66,72,46,45,45,45,45,44,35,54,76,59,78,78,49,50,20,62,80,25,6,6,6,6,6
